Ensembl	Entrez	Symbol	CCs_1	CCs_2	CCs_3	CCs_4	CCs_5	CSCs_1	CSCs_2	CSCs_3	CSCs_4	CSCs_5
ENSG00000005339	1387	CREBBP	71.2455255647376	36.4866248275955	59.8137564259694	53.3376093233499	73.7651530023823	68.8570286607013	35.5935140745199	52.6694436607723	49.0351683699477	48.4382535977731
ENSG00000005379	9256	TSPOAP1	2.07950597742024	0.0284699639669326	0.742207464137149	45.5274744882742	1.47746687291673	5.61082100856012	0.195305680342772	0.503672496612833	67.218810799091	1.96355935102068
ENSG00000005381	4353	MPO	0	0	0.0291800032785509	0	0	0	0.176203974999078	0.0286853261293819	0.0316399815246145	0.0950788369678197
ENSG00000005421	5444	PON1	0.402698919905822	0.790904567419459	1.39546739040927	0.507442255084774	0.0501284974627407	0.641320343377559	3.70556595474515	1.50080852675474	1.16425750340937	0.701823901887725
ENSG00000005436	6936	GCFC2	9.9718935997462	7.59629974531565	5.95920582467641	13.6175419163441	3.11657832748096	7.36283944842602	5.58169634708981	5.51800567279287	17.3227831000049	9.23777513163051
ENSG00000005448	84058	WDR54	49.286943544721	16.381462310064	19.8021188010017	11.0528452663021	88.7138106356296	36.7691041789325	6.63467298569363	15.8161100464437	8.79980777706149	35.2684754639508
ENSG00000005469	54677	CROT	12.3387685248	37.0946330607671	28.0877278815348	5.85865088543964	2.67230824198021	14.9624798829893	42.0212319883511	45.9864958706429	6.45429768324085	9.25553166823472
ENSG00000005471	5244	ABCB4	0.984385205193122	0.0406345610063001	1.04465087441624	0.265092151819799	0.138675701662516	3.31572410712946	0.201071379520431	3.68707563671025	0.185694075496347	0.306943439362798
ENSG00000005483	55904	KMT2E	25.3251610749593	16.8219444092012	9.79809137467946	29.7403897462347	7.84028524321155	33.7943274043228	26.0490906524936	23.5172654849882	34.4584709025513	24.7268172743829
ENSG00000005486	57414	RHBDD2	111.535636333555	145.162997516398	301.404276361317	103.598211899664	240.565178248833	160.110300827356	248.49532847897	275.234411849392	71.9193595035318	124.300866090947
ENSG00000005513	30812	SOX8	0.0905322054219535	0	0	0.0688586440081301	2.6369169159304	0.0502112285628732	0.0512344010851616	0	0	2.39432286295864
ENSG00000005700	25998	IBTK	115.343032791681	65.5907104976285	67.7988856744516	73.0270884985111	14.1796002184789	101.413996243647	65.7688915571506	108.20226957372	73.8853831090807	88.2332638288381
ENSG00000005801	7748	ZNF195	26.5201731003499	17.8384301345163	8.70861122617205	25.7165218205886	2.63946316280887	23.7084932490682	20.6161411134978	11.45861599195	40.2665441980955	11.2650537636748
ENSG00000005810	23077	MYCBP2	19.4568963993243	13.6782495924896	9.31834445158141	20.5728036208832	7.87856065697768	20.7514060474602	13.3288694362351	13.5269606206733	24.126552674263	18.6538588536355
ENSG00000005812	26224	FBXL3	0	0	0	0	0	0	0	0	0	0
ENSG00000005844	3683	ITGAL	0.282445834795241	0.729514253034262	0.249474528096674	0.0331367692724396	0	0.367596944719771	1.40292650189906	0.394341399712029	0.0509825781858576	0.0472012173638169
ENSG00000005882	5164	PDK2	10.7691494151996	5.56162851592114	7.08370361762011	1.82314912691131	23.2716675507634	14.7672748689179	11.2971538218115	10.8537185075635	1.82145878378017	12.0340319377698
ENSG00000005884	3675	ITGA3	620.422391035613	275.360064112676	506.673220316969	163.610823471948	1439.54017688875	419.005134650885	162.905793305985	341.284736520581	77.7942038419343	305.7249120213
ENSG00000005889	7543	ZFX	42.0283876526395	27.8825860666289	17.0220952762903	36.9369635413787	3.1148594046651	42.4889396325654	30.9845557872153	22.3586824284108	41.4973312028071	11.8693167287062
ENSG00000005893	3920	LAMP2	167.110276508048	133.216700699333	82.4054882394429	112.563046685146	27.9881443570738	166.869735131701	177.259610374343	82.0920171033349	86.0352122038475	49.0895180048353
ENSG00000005961	3674	ITGA2B	0.397439468747596	0.0936903578957886	0.274974492675046	0.290794066808883	0.722749539301132	0.0600229089043068	0.106246873597749	0.0202880271695579	0.351411772690569	0.523224079507979
ENSG00000005981	51666	ASB4	0.235279588314555	8.50144022825475	0.977701534028875	5.16245016254029	0.319392401220531	0.296856679296593	8.79649089962112	1.62167407400847	1.75693158386403	0.725629593713423
ENSG00000006007	51573	GDE1	171.989840674301	113.468742317016	152.840640448085	81.7263300305254	147.043730813354	203.829584170691	115.748237154615	126.055009056542	72.7811870729201	122.549125242508
ENSG00000006015	55049	REX1BD	0	0	0	0	0	0	0	0	0	0
ENSG00000006016	9244	CRLF1	1.16973079623607	2.86696865275016	0.29624405078653	0.667395602858456	2.43193665751094	11.3118142647834	2.70615562001252	0.170497379943259	0.945820544867287	1.26250766476724
ENSG00000006025	114881	OSBPL7	15.9240545280632	5.896118801753	5.04034503040475	15.8444692723849	23.4226450553914	26.6387153951874	10.7454326724257	12.482048428584	11.0003010060036	18.0554279002873
ENSG00000006042	26022	TMEM98	23.1114781193228	2.07868810125887	21.0024804797754	26.3595038513062	6.02705045620254	24.3735170867847	2.33946958258223	8.54034386916197	30.962810886023	4.77814468189963
ENSG00000006047	51087	YBX2	1.26484231506975	0.352296105554025	0.627059396698169	16.8353392332939	2.55155558686309	0.808045887038314	0.815753726328129	0.452320404572639	23.345739151033	1.58006100718439
ENSG00000006059	3883	KRT33A	0	0	0	0	0	0	0.17576191316245	0	0	0
ENSG00000006062	9020	MAP3K14	18.8062209519244	5.81765104638272	11.1927763978349	6.28718087830009	48.6644442846754	10.1582364753477	2.63741766657463	6.37777915096051	6.18189489998535	10.71640464841
ENSG00000006071	6833	ABCC8	0.0484946080196192	0.0182590166860938	0.0430883318164337	0.0337527530673038	0.213050188211374	0.0445750301231417	0.0090966703547296	0	0.00886512669505206	0.260309644241491
ENSG00000006116	10368	CACNG3	0.0621905485517368	0.0711085930443118	0.142318021159915	0.101434242296755	0.135240177237772	0.110696394498066	0.0317724778959745	0.135705877754411	0.0722760458790903	0.0308979898301377
ENSG00000006118	54972	TMEM132A	34.6096616503846	101.793061254073	43.1190719287306	4.12248933427006	73.7014105165069	14.5875348435997	80.1962948392049	8.57064049005369	2.56810821735017	22.5771309974546
ENSG00000006125	163	AP2B1	164.384907086871	182.801405336755	179.67221917365	179.115398904835	172.53138820281	84.0504645034546	60.4008035223225	82.6074307328899	127.308185718738	100.421373807931
ENSG00000006128	6863	TAC1	0.0600967194844725	0	0	0	0	0.0670585193843474	0.0668860317905002	0.177289390055485	0	0.0557318881982857
ENSG00000006194	10127	ZNF263	52.2006122892964	21.9467629010889	35.160466006066	35.2545989361777	35.1249623187945	44.825740658113	24.8429393547412	25.5312821292831	35.3850576162846	26.1672486653054
ENSG00000006210	6376	CX3CL1	17.7051641562549	68.3255287275374	94.7344860571821	0	4.06842405241293	29.3844979398529	88.7671856578664	45.8241958978717	0	2.08631474551018
ENSG00000006282	64847	SPATA20	64.8607545046592	25.398669035593	49.0972777141961	18.7731625883143	105.835563676129	63.48341808613	42.714408725861	55.6809657733423	12.0311058995885	65.5330501074434
ENSG00000006283	8913	CACNA1G	0.0497615946332751	0.0550674738286568	0.0873540149755154	0.0305901549111848	1.08407644774065	0.123196902495945	0.00975088568304207	0.0416477589451025	0.0110906593954796	1.52160589545169
ENSG00000006327	51330	TNFRSF12A	383.0410211791	312.04036063465	671.97814445643	89.7021995048173	651.300999638487	162.206020057388	195.036740673768	228.941262088543	28.6114433219399	177.249234068003
ENSG00000006377	1750	DLX6	0	0	0	0	0	0	0	0	0	0
ENSG00000006432	4293	MAP3K9	37.068873245704	44.1843402942087	56.8541283099762	28.6778627801297	66.933366456523	21.1645447079995	57.0497199789356	39.3384635543143	24.5767569252834	32.6807419959593
ENSG00000006451	5898	RALA	79.811178561301	104.729454612188	122.553486255046	114.355431073589	26.3852849378079	83.2755515179379	124.665964380146	106.009275441137	107.553584475049	57.8119464078368
ENSG00000006453	55971	BAIAP2L1	57.394817687133	134.629620469658	139.606161029949	25.1523935579477	87.7819272422103	51.7499663743857	107.277849671998	158.582723110937	18.5592598073962	71.5648860504616
ENSG00000006459	80853	KDM7A	6.26499949575823	6.19396163284113	3.22524296830514	69.1104658995491	4.05716610169252	10.5449459703505	39.7085449671569	16.1626176600984	88.7341893764517	18.6002756213716
ENSG00000006468	2115	ETV1	15.5966616291606	3.29181318631008	7.46510704311673	0.0982961645484318	5.78568599540247	31.0634439607152	3.99363151843211	24.9624256649816	0.0895497010555247	14.081149893456
ENSG00000006530	55750	AGK	5.64701625876295	9.17677966300242	5.22292804281243	5.91332472107271	7.09886243088533	4.15881300582564	6.04396344171483	3.36835562093154	7.47836674692758	7.57767239548471
ENSG00000006534	221	ALDH3B1	62.903536544293	12.6503689514204	63.7940224186333	8.01606201895922	75.7232349618055	79.1373620318381	26.961912608293	66.228461567948	5.64784983363661	40.3184101318588
ENSG00000006555	55001	TTC22	27.1650539569239	22.2324629457916	23.037724478434	3.91792613851449	44.5726784876628	66.6114689160026	26.5929955830831	41.4998671513469	2.62493841899934	23.9107948921907
ENSG00000006576	57157	PHTF2	17.340612306148	38.2022258255735	46.4248122216886	17.8721738143572	4.85337334192249	11.0882082065188	37.6218236759688	31.5373177156248	24.4558815001605	20.9973019919251
ENSG00000006606	10344	CCL26	0.573199657558261	6.04027460567888	2.23779464210821	121.793502039888	1.1489803341466	0.317909619937738	13.6460399277624	1.22783830022075	51.5038479964255	0.946021173042856
ENSG00000006607	9855	FARP2	34.3388553853925	46.1407201485915	47.1115436657839	38.6645664657163	27.1275225830611	52.9460178833442	39.9286232934401	66.7874899741525	37.8052389383937	32.5266469207996
ENSG00000006611	10083	USH1C	89.0565120164394	1.03655171892573	19.0386084681061	112.507975174371	0.722100799865054	232.605590803921	16.9923018404265	88.9285771213021	72.1077731001629	5.46026338058536
ENSG00000006625	79017	GGCT	64.8927099247267	76.8589341958465	47.9296311909944	56.6953440516993	26.8820351702084	64.2047522795303	58.1694180697304	43.9599073404346	76.6039862867345	60.729937448663
ENSG00000006634	10926	DBF4	14.434223707492	71.6075044720971	21.2417855798051	24.289404008787	2.95360295371849	8.61428023241951	33.0068721815784	22.7373434930426	43.0841669700336	15.4156240669615
ENSG00000006638	6915	TBXA2R	0.924391505677758	0.199628612800728	0.150539358966327	0.1821037018132	0.492420312828957	0.0803064312076492	0.0694116814593345	0.117528749458647	0.15228517432771	0.197702545681818
ENSG00000006652	3475	IFRD1	19.7953009761695	57.5551133373126	34.8091801400849	39.6481788981688	15.1341644856796	31.5466396774629	45.9521526876818	23.049778272041	33.8837622270772	38.6180228961987
ENSG00000006659	56891	LGALS14	0	0.115775535728496	0	0	0	0	0	0	0	0
ENSG00000006695	1352	COX10	6.16751783121896	17.0978583305399	17.3020800390963	21.5739611622122	17.7854667352745	5.74698908138013	12.2960053546211	15.7506116823857	19.5854752957729	15.3766175528771
ENSG00000006704	9569	GTF2IRD1	24.8937553119346	26.6912953711714	43.9584600789976	35.8910598252488	55.70183989713	27.461777286812	38.6874663518018	28.1267951933719	33.2454366873622	30.2331565935833
