Ensembl	Entrez	Symbol	CCs_HCC1937	CCs_SUM149PT	CSCs_HCC1937	CSCs_SUM149PT
ENSG00000002933	55365	TMEM176A	0	0	0	0.00867003865368856
ENSG00000003056	4074	M6PR	128.753530425562	90.221863719482	144.033204171875	72.3964196379083
ENSG00000003096	90293	KLHL13	0.0317251483753605	0.575572035042217	0.0853408649239318	4.71457133888191
ENSG00000003137	56603	CYP26B1	4.63602178978025	34.8989621915143	9.84067693280811	109.739177194164
ENSG00000003147	3382	ICA1	5.24903732444931	13.9710051620771	0.998415361490425	3.74394035327613
ENSG00000003249	79007	DBNDD1	20.637033960809	19.202334536532	12.6697947795672	6.96387567561288
ENSG00000003393	57679	ALS2	19.341743711536	28.1193746765641	22.6453109376495	37.4930221808266
ENSG00000003400	843	CASP10	16.5533569070014	5.29783173240587	8.69156208123763	8.45919739393255
ENSG00000003402	8837	CFLAR	20.3026874835896	24.2464303052328	17.9120204148022	33.6840692944509
ENSG00000003436	7035	TFPI	0.705597253390372	0.280187497797819	1.00710203567228	0.587064249522409
ENSG00000003509	55471	NDUFAF7	16.8000862169428	28.5262827603664	15.8933890350966	29.4799509383398
ENSG00000003756	10181	RBM5	36.7068489917668	16.9677764617322	36.7637744972024	42.3666865771373
ENSG00000003987	9108	MTMR7	1.13838926849784	2.59675233251513	1.39727325992708	2.27832833595866
ENSG00000003989	6542	SLC7A2	0.0281752774610943	13.5735173268678	0.0545005464798556	118.280358571352
ENSG00000004059	381	ARF5	0	0	0	0
ENSG00000004139	23098	SARM1	0.275846195829769	2.00603493543024	0.442346862412409	2.06090039139692
ENSG00000004142	26073	POLDIP2	188.765383398108	109.125176137127	200.951591434197	107.258132066102
ENSG00000004399	23129	PLXND1	35.425353464834	79.7056978282942	59.4678829560724	18.5111362144627
ENSG00000004455	204	AK2	10.1384594520871	12.5128786079807	9.70771739142624	11.134710070908
ENSG00000004468	952	CD38	0.0993660295567134	0.265386912726738	0.217212416274418	0.0932420298709621
ENSG00000004478	2288	FKBP4	0	0	0	0
ENSG00000004487	23028	KDM1A	4.54370986480754	13.0689559772091	5.14380859251354	10.3902307336685
ENSG00000004534	10180	RBM6	92.3381622153664	56.2525940864333	75.4380347805174	84.4282248298119
ENSG00000004660	84254	CAMKK1	2.95567119133154	15.6769392669478	6.22408199574227	19.0821109580173
ENSG00000004700	5965	RECQL	92.9645766542298	128.491185963037	119.091262006384	80.3237015671299
ENSG00000004766	55610	VPS50	10.393544209421	5.66347464587791	8.43180368848253	7.45351970654737
ENSG00000004776	126393	HSPB6	0.482548342933047	0.851929448686749	0.661336544174252	0.637689804945032
ENSG00000004777	115703	ARHGAP33	3.32857186557335	2.35787818445136	4.97850873714812	4.50241865986965
ENSG00000004779	4706	NDUFAB1	329.367472947085	110.73654992762	279.022591620812	132.987711510509
ENSG00000004799	5166	PDK4	0	0	0	0
ENSG00000004809	85413	SLC22A16	0.0162216332560437	0	0.0388755773404568	0
ENSG00000004838	51364	ZMYND10	0.0174758651109229	0.0518673653202652	0.0888103034207835	0
ENSG00000004846	340273	ABCB5	0.0437441274961273	0.526748325824087	0.0033556237687487	0.00993450322333556
ENSG00000004848	170302	ARX	0	0.0357040886093417	0.0587507674683595	0.00968070789944609
ENSG00000004864	10165	SLC25A13	33.028922446875	36.5203927561138	32.8872474748021	27.8568895989445
ENSG00000004866	7982	ST7	8.97400539224987	4.82008526371185	8.99453052982959	11.9989368278242
ENSG00000004897	996	CDC27	92.2245574805571	68.3734515337863	101.507281149078	87.2627051835357
ENSG00000004939	6521	SLC4A1	0.193713300741638	0.069384273121135	0.0450012375959901	0.0235283702625367
ENSG00000004948	799	CALCR	0	0.00619150103999187	0.0239550320430825	0.00749284304250462
ENSG00000004961	3052	HCCS	12.0748853296291	20.335245462231	14.4560591124968	26.3213173268724
ENSG00000004975	1856	DVL2	41.2123307014528	59.8447592141113	38.4505275483248	20.1154478832149
ENSG00000005001	64063	PRSS22	127.852078647528	445.3218015834	11.6349155084906	19.0589708125684
ENSG00000005007	5976	UPF1	56.9038088674982	76.831395657992	55.5626635311119	100.736596555819
ENSG00000005020	8935	SKAP2	53.3019271185092	96.2699675171237	73.4784703703763	74.6644458652529
ENSG00000005022	292	SLC25A5	779.517556914115	313.248812824456	731.194224661437	518.792845932281
ENSG00000005059	55013	MCUB	39.7252963473202	15.3361464220476	40.17610058077	18.037675939083
ENSG00000005073	3207	HOXA11	2.26617666349806	7.60519386465935	2.68720836956731	0.462392268216421
ENSG00000005075	5439	POLR2J	81.9020093110265	88.7941398562904	69.2330017246353	71.0252513985312
ENSG00000005100	56919	DHX33	9.09570947400813	9.94429975383653	14.2628916853666	10.5002741023656
ENSG00000005102	4222	MEOX1	4.60375515959247	7.53677889076588	3.71645167614326	12.3394950225006
ENSG00000005108	221981	THSD7A	0.0320835321822961	0.0318685529822954	0.00257157959016018	0.0153960996894507
ENSG00000005156	3980	LIG3	11.9439052361464	6.75896606367782	10.6503099466673	13.0965225173972
ENSG00000005175	79657	RPAP3	37.8111806677703	35.1185432343295	38.2960064807817	51.4478627552217
ENSG00000005187	6296	ACSM3	0.473367762084526	0.25251650683411	0.424011230994772	1.88812867432345
ENSG00000005189	81691	REXO5	0	0	0	0
ENSG00000005194	57019	CIAPIN1	82.7574512782472	50.6034006229385	89.9669180669563	71.7584919599131
ENSG00000005206	56928	SPPL2B	34.1472321221708	15.3974151256806	35.5591874155242	23.9586134586366
ENSG00000005238	80256	FAM214B	35.9920725312872	36.3397906298107	44.9053393245378	29.5380726399307
ENSG00000005243	51226	COPZ2	9.88329271613	3.8958851018814	14.4218588658522	5.92064213161449
ENSG00000005249	5577	PRKAR2B	4.63493932723464	37.0881558142682	1.56596363964537	3.28930249722536
ENSG00000005302	10943	MSL3	12.0175943736241	7.81332244025844	12.4005457926225	14.1573586316241
ENSG00000005339	1387	CREBBP	14.1274771635994	11.1143278304885	17.3819393608413	20.4187066931305
ENSG00000005379	9256	TSPOAP1	0.0480004459491852	1.64168786321179	0.0339060002411571	0.0878472835879888
ENSG00000005381	4353	MPO	0	0.0316292695178993	0	0
ENSG00000005421	5444	PON1	0	0.412875874417009	0	0.108665300076775
ENSG00000005436	6936	GCFC2	5.50097049463182	7.39239909195614	7.35218769341191	19.0682616729344
ENSG00000005448	84058	WDR54	22.2005649287894	42.1565364292868	26.1052080759516	63.1762327468188
ENSG00000005469	54677	CROT	7.80325525609698	5.50627982427589	6.78850887003913	15.3090950384232
ENSG00000005471	5244	ABCB4	0.0262051900764734	0.173788310950412	0.00402006072567707	0.270731714159992
ENSG00000005483	55904	KMT2E	12.8563667221502	43.3503828529905	15.2335300583911	38.5238249752317
ENSG00000005486	57414	RHBDD2	39.4808196588608	125.670037781788	39.0759376008364	95.7382750584938
ENSG00000005513	30812	SOX8	0.737570370081521	0	0.708818113781863	0
ENSG00000005700	25998	IBTK	67.5363981820425	51.8841310863204	73.4856216885242	103.544328185887
ENSG00000005801	7748	ZNF195	9.0782837300564	6.5390385545344	7.57491307558666	7.17828837113259
ENSG00000005810	23077	MYCBP2	7.07867906483883	7.55745244634348	10.9492866969641	10.5283977573099
ENSG00000005812	26224	FBXL3	0	0	0	0
ENSG00000005844	3683	ITGAL	0.183309947596436	0.106041390325383	0.0824282525302518	0.0951381258553077
ENSG00000005882	5164	PDK2	8.72595177616657	6.35833406506166	7.53641142318005	4.33545038082401
ENSG00000005884	3675	ITGA3	746.085775397053	304.767428137547	885.351475713576	519.287033031098
ENSG00000005889	7543	ZFX	17.5275922893403	18.3820162674975	20.8310115005316	29.4025585361594
ENSG00000005893	3920	LAMP2	62.4407132980782	68.6198692901736	76.2119974246526	103.580284969164
ENSG00000005961	3674	ITGA2B	2.09306110090441	1.26902955568432	1.88730643621619	1.64395420348475
ENSG00000005981	51666	ASB4	0.00687993064821567	0.0870748622519452	0.0404641891801651	0.00654488154556559
ENSG00000006007	51573	GDE1	80.1319518879492	56.6103596160493	68.8077017823577	51.8323636825177
ENSG00000006015	55049	REX1BD	0	0	0	0
ENSG00000006016	9244	CRLF1	3.54115031909715	3.14320703703333	2.95273074415551	5.93766673562221
ENSG00000006025	114881	OSBPL7	16.8676127520531	9.4600788574321	15.390153075358	16.6595599322799
ENSG00000006042	26022	TMEM98	0.316875540318181	0.152596170890963	0.408717812806795	1.73174270930587
ENSG00000006047	51087	YBX2	8.85205889562766	9.2893514722392	2.13454369906889	0.348212090031997
ENSG00000006059	3883	KRT33A	0	0.358278846028295	0.0238396080025378	0.161949401989352
ENSG00000006062	9020	MAP3K14	14.663345569803	9.36977902462585	18.8155768498951	11.2777331397815
ENSG00000006071	6833	ABCC8	0	0.0103954062980798	0	0.0128797215140598
ENSG00000006116	10368	CACNG3	0	0.00847521855441892	0	0.0556701753316519
ENSG00000006118	54972	TMEM132A	157.413770963159	620.651031235744	153.341721811278	602.374958422512
ENSG00000006125	163	AP2B1	79.7533850176798	35.0558414339882	88.7969910482206	83.5650862527905
ENSG00000006128	6863	TAC1	0	0	0	0
ENSG00000006194	10127	ZNF263	42.032902246892	21.6026476768842	38.5154686301985	40.7945077616338
ENSG00000006210	6376	CX3CL1	35.2042636394325	1.4914288206959	17.1660045701453	5.51335052417173
ENSG00000006282	64847	SPATA20	71.8679923421976	33.4394284359316	66.4384942519514	40.1200990670655
ENSG00000006283	8913	CACNA1G	0.327710399161413	1.01217186489104	0.640332389827281	2.02325551669346
ENSG00000006327	51330	TNFRSF12A	455.386433096562	349.337476363742	388.482397491076	345.395642757737
ENSG00000006377	1750	DLX6	0	0	0	0
ENSG00000006432	4293	MAP3K9	24.4810040696946	85.8164003117591	14.4962324864727	52.4341001222017
ENSG00000006451	5898	RALA	43.2155069986079	49.8732484624141	39.0048710034268	153.711519021901
ENSG00000006453	55971	BAIAP2L1	30.8464525073394	54.1621245511494	18.7113152590723	61.2590386379615
ENSG00000006459	80853	KDM7A	4.21237302789061	16.5438313102584	2.80760134972996	78.5408256001564
ENSG00000006468	2115	ETV1	2.18981623176481	2.29938220244275	6.06270951778535	17.1193813989846
ENSG00000006530	55750	AGK	6.20229697962754	5.30200996848065	6.6226456669221	7.92216828180221
ENSG00000006534	221	ALDH3B1	25.8605114018721	19.7205706516945	25.5210461924268	6.29871548724196
ENSG00000006555	55001	TTC22	9.67713495559614	20.8262311801372	3.16239325569353	1.13540810009133
ENSG00000006576	57157	PHTF2	17.8272986669243	8.95496324511006	20.6559648306739	17.6713161874713
ENSG00000006606	10344	CCL26	9.62257938206846	9.38373734094261	5.37943638386521	5.48474336358097
ENSG00000006607	9855	FARP2	3.71559761801157	18.7621763367097	4.11377411625105	14.8950588750983
ENSG00000006611	10083	USH1C	0.116924110144256	0.0461584794763286	0.0316710942366504	0
ENSG00000006625	79017	GGCT	53.2455648145416	29.6156145688285	34.6519055879089	45.821531633721
ENSG00000006634	10926	DBF4	22.1735714452237	36.6548877174939	22.4836680373232	44.0137891120151
ENSG00000006638	6915	TBXA2R	0.789710611774902	0.671458111268417	2.60506758113492	1.19025690668886
ENSG00000006652	3475	IFRD1	63.7193816551783	189.843668410546	73.2539990342292	236.915455688916
ENSG00000006659	56891	LGALS14	0	0.115802986265689	0	0
ENSG00000006695	1352	COX10	11.9844888060046	13.8669084793646	13.5854280584198	8.75107833157269
ENSG00000006704	9569	GTF2IRD1	36.4204217213207	83.3130974769761	28.9853288365101	100.435196793215
ENSG00000006712	54623	PAF1	115.01346639998	58.0527614550686	103.280703809196	52.8396792827921
ENSG00000006715	27072	VPS41	30.0932078159554	18.0787004124159	28.2476629514129	22.5752941308871
ENSG00000006740	9912	ARHGAP44	0.850491557882643	1.48592456447829	0.788153321158528	3.66841770788983
ENSG00000006744	60528	ELAC2	52.4955991486137	41.8419513832708	57.1449635057808	23.6549143482215
ENSG00000006747	85477	SCIN	0.0510608894509267	0.0235212246021749	0.0447778842368665	0.0196483961385035
ENSG00000006756	414	ARSD	4.84065108670413	0.831585626031733	3.25489744342682	0.0130890544176512
ENSG00000006757	8228	PNPLA4	18.3286220739196	8.95930829856168	13.3982485794905	0.753024256682796
ENSG00000006788	8735	MYH13	0	0	0	0
ENSG00000006831	79602	ADIPOR2	178.430218872508	222.303717761646	154.961900138101	101.031051490605
ENSG00000006837	51265	CDKL3	0	0	0	0
ENSG00000007001	151531	UPP2	0.254559064697532	0.614452590026259	0.305282073286575	0.247319680474672
ENSG00000007038	10942	PRSS21	0.0289439998568427	0	0.0157920738318794	0
ENSG00000007047	57787	MARK4	22.3884242655885	31.7070110880138	22.1761294789825	54.9750017897843
ENSG00000007062	8842	PROM1	0.0204465603195391	0.0248620503576333	0.0167140216450399	0.0420848206098144
ENSG00000007080	115098	CCDC124	155.735170945146	150.186542004187	138.767818862977	184.840307309484
ENSG00000007129	90273	CEACAM21	0.0127687845992555	0	0	0
ENSG00000007168	5048	PAFAH1B1	71.8403532065186	79.1535256441073	68.6837975405135	64.8706551633142
ENSG00000007171	4843	NOS2	0	0.047609048390072	0	0.271167866152636
ENSG00000007174	1770	DNAH9	0.0115868498879886	0.00998440229625427	0.0314975617365354	0.0224772132841267
ENSG00000007202	9703	KIAA0100	80.8686580169284	44.5238425025917	90.5335599967335	36.9399611340336
ENSG00000007216	9058	SLC13A2	0	0	0	0
ENSG00000007237	8522	GAS7	0.960338886476089	0.0401920088902416	0.86844222758954	0.00298472518800744
ENSG00000007255	79090	TRAPPC6A	0	0	0	0
ENSG00000007264	4145	MATK	0.37559807133948	8.20651073542957	1.37964683111526	0.384603282047461
ENSG00000007306	1087	CEACAM7	0.00951522320117909	0.675588514604225	0	0.0795401699178763
ENSG00000007312	974	CD79B	0	0	0	0
ENSG00000007314	6329	SCN4A	0.0936188204146994	0.0253999513730881	0.0786192935319484	0.0351249029496201
ENSG00000007341	54879	ST7L	12.0071601359081	7.76393849020658	14.133793027342	8.7007400592702
ENSG00000007350	8277	TKTL1	0.0251338083619089	0.152273815561767	0.0352388079719872	0.0789087731687721
ENSG00000007372	5080	PAX6	1.42366071466591	0.493878987656066	1.7885273458515	0.0543575988705282
ENSG00000007376	113000	RPUSD1	73.3146840222958	42.130067958222	74.33324637476	23.8618727127071
ENSG00000007384	64285	RHBDF1	71.6332974205764	108.042761407836	51.292454166845	75.4292022917647
ENSG00000007392	55692	LUC7L	42.1986309489361	34.1444641411786	43.760199241267	69.2834869152089
ENSG00000007402	9254	CACNA2D2	0.42850920044253	0.758934548120667	0.314447752984669	1.27707716008805
ENSG00000007516	8938	BAIAP3	8.26934107789712	2.36793845086614	5.29566368244837	8.87932503583898
ENSG00000007520	115939	TSR3	235.148679847977	61.2267965811066	219.078695482388	80.667503617612
ENSG00000007541	9091	PIGQ	20.3662467723019	8.10566549571246	18.8886295401153	6.06936855136312
ENSG00000007545	57585	CRAMP1	0.890438683269277	1.3393475636844	1.26363766172211	1.07948085348372
ENSG00000007866	7005	TEAD3	63.8343195508585	108.890090917781	45.9823789297382	122.629006859687
ENSG00000007908	6401	SELE	0	0	0	0
ENSG00000007923	55735	DNAJC11	43.6548685347816	19.3679939534595	50.1325358573794	20.4825255524184
ENSG00000007933	2328	FMO3	0	0	0	0
ENSG00000007944	29116	MYLIP	32.8087304529167	225.206229797512	27.20135937345	123.126677749573
ENSG00000007952	27035	NOX1	0.220267106350936	0.0739570580146677	0.366284599405151	0.196875232957069
ENSG00000007968	1870	E2F2	22.616411426409	13.2543843442437	18.6092260542927	0.752533451898437
ENSG00000008018	5689	PSMB1	246.849408593799	211.850456062902	239.984712933429	318.924486996691
ENSG00000008056	6853	SYN1	0.139363604215841	14.4838706137278	0.0716988826555293	1.00782980395256
ENSG00000008083	3720	JARID2	50.773456537917	118.258083749334	69.2380404025013	221.838343802539
ENSG00000008086	6792	CDKL5	0.629760781109606	4.16854916487226	0.531380572080186	8.18292926885541
ENSG00000008118	57172	CAMK1G	6.58076024833773	80.2855789311418	4.65125042216803	6.14836140509903
ENSG00000008128	728642	CDK11A	0.0764047765863305	3.18356407515053	0.272992648563928	1.39306306913787
ENSG00000008130	65220	NADK	59.6609163659598	38.6017905357772	59.2260055108125	42.162825110734
ENSG00000008196	7021	TFAP2B	0	0.00425206740796842	0	0.04091818963177
ENSG00000008197	83741	TFAP2D	0.068295173632934	0	0	0.0162423084045663
ENSG00000008226	9940	DLEC1	0.192887679344427	0.80886091266085	0.112498821784866	0.200288184856559
ENSG00000008256	9265	CYTH3	94.3568378614927	67.1365969283177	90.0795667983866	75.8265105695875
ENSG00000008277	53616	ADAM22	0.973790197930681	2.36542453355279	1.12416788221128	1.56619734623869
ENSG00000008282	6856	SYPL1	128.764675298507	185.199399112895	104.771699826834	146.623283544101
ENSG00000008283	1534	CYB561	109.94065010337	46.1849693996775	84.0177113296223	49.2720908665503
ENSG00000008294	9043	SPAG9	150.409958794173	74.2681601439427	161.265792716372	176.253594234448
ENSG00000008300	1951	CELSR3	8.150331881643	18.930637534832	8.14826880551556	15.1898522226601
ENSG00000008311	10157	AASS	1.44988334128815	4.84990508909397	1.92131558014457	21.8575987246568
ENSG00000008323	55200	PLEKHG6	36.1543252845032	112.387830372545	14.094148052538	5.95495506711311
ENSG00000008324	51188	SS18L2	0	0	0	0
ENSG00000008382	84954	MPND	21.6011213775968	14.4069269508497	19.577218713432	11.3192628738627
ENSG00000008394	4257	MGST1	320.433599003223	247.179027733271	291.016953754766	45.0765335075389
ENSG00000008405	1407	CRY1	18.3305792805852	33.5377018706002	20.9584123140987	54.3262670675649
ENSG00000008438	8993	PGLYRP1	2.42812810090979	1.90736224476463	1.00841540894064	0.514385819550848
ENSG00000008441	4784	NFIX	52.4867632518376	71.7954734626394	62.7798695259649	45.4361774156714
ENSG00000008513	6482	ST3GAL1	43.5044828716445	73.3254773366403	53.1448958669642	99.2570676394758
ENSG00000008516	64386	MMP25	0.633584722620756	13.8891822063029	0.150173881085294	1.52125154327434
ENSG00000008517	9235	IL32	73.8477971080195	171.617603857715	50.1452339930537	311.06723871145
ENSG00000008710	5310	PKD1	19.5625668417657	35.2848297708115	24.486318961171	62.7173106893052
ENSG00000008735	23542	MAPK8IP2	0.193199670274934	1.54814502573122	0.163576647991659	0.401528770432402
ENSG00000008838	9862	MED24	54.8663032989097	20.2895679014109	62.6718812077105	33.1613148335583
ENSG00000008853	23221	RHOBTB2	1.08331329117706	2.93896343127428	1.66541797431214	2.41931987384522
ENSG00000008869	54497	HEATR5B	12.9323131018526	20.8946473108364	10.779187939683	43.1785752575718
ENSG00000008952	7095	SEC62	88.2638392761259	72.7901761033933	102.676485349118	95.6359616891495
ENSG00000008988	6224	RPS20	708.601816302964	455.808530078472	645.07575562994	964.38067234729
ENSG00000009307	7812	CSDE1	623.200036377889	345.995380758153	650.898217905336	538.509306796647
ENSG00000009335	9690	UBE3C	82.7796062010676	68.392754290449	82.2287392431275	85.7230280704774
ENSG00000009413	5980	REV3L	1.29841882575076	1.68225149458548	2.65345472963256	3.59092306427918
ENSG00000009694	10178	TENM1	0.00216128995400132	0.578821338952592	0.00414071811535878	5.49854820937129
ENSG00000009709	5081	PAX7	0.250228651496878	0.0996217657079604	0.0156431207239471	0.0195719125849943
ENSG00000009724	10747	MASP2	0.0734170152311131	0.68820633705371	0.160880990116734	0.35425406298896
ENSG00000009765	389434	IYD	0.0026898277597762	0	0	0.0275782549988486
ENSG00000009780	199870	FAM76A	11.0056553789027	20.2926679415797	11.2497037277527	15.5538315166887
ENSG00000009790	80342	TRAF3IP3	2.02413714013385	3.79494017197299	0.83165067775421	0.351650797916121
ENSG00000009830	29954	POMT2	10.4811012001677	8.53565682980179	13.3487838456427	17.034176986629
ENSG00000009844	51534	VTA1	46.7714026912426	27.5079325829934	47.7523716989255	34.8777847102471
ENSG00000009950	51085	MLXIPL	4.47445431778357	4.23729729067318	3.85145466800422	9.51519492299861
ENSG00000009954	9031	BAZ1B	53.9291942534363	85.5452953497047	62.6531241077038	71.0249834020785
ENSG00000010017	10048	RANBP9	67.4886382486805	92.5412324180122	57.1776241077305	70.5058255618426
ENSG00000010030	51513	ETV7	4.67674662364974	14.8403121360332	2.13778983591737	12.7865466188879
ENSG00000010072	83932	SPRTN	19.5097436447669	27.548927053407	18.9434072753318	13.4245235821594
ENSG00000010165	51603	EEF1AKNMT	78.9729870765462	39.6420372129078	70.9308810665496	39.2920954688802
ENSG00000010219	8798	DYRK4	10.5538857155578	0.805847638891854	11.7574335481743	0.710613186258806
ENSG00000010244	7756	ZNF207	65.9861316209583	44.2501473718769	63.8745402008139	73.7680638114761
ENSG00000010256	7384	UQCRC1	306.16671792808	151.616655123622	293.520857689437	333.443401296533
ENSG00000010270	83930	STARD3NL	25.0092778204037	23.0992811741196	34.6050731142465	38.1120696944683
ENSG00000010278	928	CD9	299.844085447011	514.695142226883	138.538102704907	64.6530418947654
ENSG00000010282	57467	HHATL	0	0	0	0
ENSG00000010292	9918	NCAPD2	197.622369765626	89.9997367618892	229.612079483144	89.5452286102828
ENSG00000010295	25900	IFFO1	0.931744283962366	4.22219606091382	1.9006467594794	32.5065093546356
ENSG00000010310	2696	GIPR	12.5105136783594	11.7939344038478	7.40347739667396	24.9324476150002
ENSG00000010318	51533	PHF7	11.6174567867754	12.2173941341772	11.8408803609558	4.73700835205317
ENSG00000010319	56920	SEMA3G	0.0702372167894519	0.246986827774056	0.0501574799118832	0.164617670880388
ENSG00000010322	11188	NISCH	60.9449441929466	63.4500464283496	60.8597366205935	58.5030179104789
ENSG00000010327	23166	STAB1	0.0365076153733605	0.0881291853933009	0.027649920772012	0.0176596561163977
ENSG00000010361	80199	FUZ	10.7070421271658	9.35342572866104	12.8351633328992	3.52388280698757
ENSG00000010379	6540	SLC6A13	1.3658113889654	0.825074487033616	1.59137443032573	0.393756973158947
ENSG00000010404	3423	IDS	0	0.0361437010108757	0.0060660091821427	0.0387024761237665
ENSG00000010438	5646	PRSS3	3.90859771743676	2.66073716092678	3.37190888561728	11.2212583163967
ENSG00000010539	7752	ZNF200	4.31420878741088	3.69605451770303	4.71097066971743	2.14018568846909
ENSG00000010610	920	CD4	0.756135979391972	0.990340168075819	0.490105741094793	0.118133198576625
ENSG00000010626	10233	LRRC23	14.9571939097847	45.561431540389	17.2264929382452	25.7131045245458
ENSG00000010671	695	BTK	0.0458656659025232	0.00686728979566493	0.135513577241467	0.0878184057853975
ENSG00000010704	3077	HFE	24.3236458997688	19.6779259411475	18.1291310941049	4.22737663610045
ENSG00000010803	22955	SCMH1	20.1034998255245	22.2984081593131	25.7426647159276	32.4109927498388
ENSG00000010810	2534	FYN	37.1801713261596	11.4802582584206	37.6544139021633	69.5619167865222
ENSG00000010818	3097	HIVEP2	19.011887458152	27.045205041871	27.196552697624	66.1929571859092
ENSG00000010932	2326	FMO1	1.45307087122203	0.209979932903303	1.30713027643071	0.730928590126256
ENSG00000011007	6924	ELOA	0	0	0	0
ENSG00000011009	11313	LYPLA2	177.034262980794	138.034783632564	119.821107758288	125.074483866039
ENSG00000011021	1185	CLCN6	20.6890598661611	35.6155864897466	29.1783503540265	31.8723546334825
ENSG00000011028	9902	MRC2	16.840960984058	148.691219974234	48.5869856440895	426.797896544373
ENSG00000011052	654364	NME1-NME2	6.62049944991689	5.10997441482264	10.1601112904314	24.4205473608418
ENSG00000011083	6534	SLC6A7	0.494371564566444	1.42405396431032	0.351380908462855	0.0405508591456472
ENSG00000011105	10867	TSPAN9	17.78752989821	60.6368015971571	16.5813011591701	55.973731471081
ENSG00000011114	55727	BTBD7	25.2736157901733	11.3014913607755	23.4522779870169	22.3087402087681
ENSG00000011132	9546	APBA3	23.1731369443877	21.7927768136187	24.2823141687801	47.9467896975731
ENSG00000011143	54903	MKS1	22.7534527434168	4.56219113937238	21.9269356359916	10.2569415484336
ENSG00000011198	51099	ABHD5	17.4577026254918	15.3562011323885	14.8540579376288	57.2837910964018
ENSG00000011201	3730	ANOS1	0.00750012459750482	0	0.0142979272022183	0
ENSG00000011243	26993	AKAP8L	99.314967376799	90.0471483975819	100.922701219247	106.693312928927
ENSG00000011258	54799	MBTD1	31.2152423926272	24.3244869447535	29.6118526920608	39.8377278351727
ENSG00000011260	51096	UTP18	122.229998295503	88.5493111270717	130.633970932522	156.95725118992
ENSG00000011275	54476	RNF216	36.0143104791875	43.9933019274858	44.7939721256287	94.9224700124922
ENSG00000011295	54902	TTC19	45.3440337168538	47.0828793779128	40.5344763632957	43.7370756518458
ENSG00000011304	5725	PTBP1	222.892056326122	160.99303840512	236.081675106971	209.775893931917
ENSG00000011332	8193	DPF1	5.38659814898772	0.956458304072996	7.89264795936587	2.2942677024977
ENSG00000011347	9066	SYT7	20.3081445236771	34.6366863994752	8.86114198384308	9.15959495989978
ENSG00000011376	23395	LARS2	9.45303032630437	4.68860111564486	11.1698825903236	6.08532383554642
